15,14	6804.6984127
15,15	6556.1025641
15,16	6229.09090909
15,17	6575.0
15,18	5928.33333333
15,19	6173.06896552
15,20	6513.15
15,21	5000.0
15,6	5226.88888889
15,7	7485.42105263
15,8	9438.23076923
15,9	12464.7692308
16,10	8813.0
16,11	7088.54545455
16,12	6737.92307692
16,13	6943.34782609
16,14	7284.66666667
16,15	7720.33333333
16,16	8668.08333333
16,17	6193.35294118
16,18	6234.22222222
16,19	7869.33333333
16,20	5782.0
16,5	7624.0
16,6	6230.0
16,7	10218.0
16,8	7277.0
16,9	9489.66666667
17,10	8437.75
17,11	7660.95
17,12	6802.86666667
17,13	6382.14285714
17,14	8034.89473684
17,15	10292.2857143
17,16	10952.0
17,17	9442.11764706
17,18	5901.0
17,19	8052.5
17,7	9037.25
17,8	10174.1428571
17,9	10242.3529412
18,10	12792.2
18,11	6482.4
18,12	5318.0
18,13	7262.83333333
18,14	7583.88888889
18,15	14523.7142857
18,16	22535.1666667
18,17	11435.4
18,18	11690.5
18,19	10505.0
18,21	6578.0
18,22	6680.0
18,5	8671.0
18,7	9601.85714286
18,8	11815.625
18,9	9216.33333333
19,10	9384.5
19,11	6793.8
19,12	5835.63636364
19,13	6042.98148148
19,14	8699.6
19,15	13925.75
19,16	15676.9230769
19,17	16164.4
19,18	9565.36363636
19,19	10995.0
19,20	8064.66666667
19,5	5051.0
19,6	8792.0
19,7	7784.8
19,8	12271.0
19,9	7131.2
2,12	5377.0
2,13	7208.57142857
2,14	7816.0
2,17	5851.66666667
2,18	5475.0
2,6	4714.0
20,10	6637.6
20,11	6509.2
20,12	7388.8
20,13	7165.54545455
20,14	7028.0
20,15	10232.0
20,16	13574.6
20,17	16976.6666667
20,18	10924.5555556
20,19	9604.0
20,4	7832.0
20,5	7733.0
20,6	7689.0
20,7	9881.0
20,8	14954.0
20,9	11251.0
21,10	4960.0
21,11	6297.0
21,12	5675.25
21,13	8185.75
21,14	6745.5
21,15	6436.5
21,16	8644.71428571
21,17	8776.5
21,4	7630.0
21,6	6666.0
21,8	8386.66666667
22,12	5346.0
22,13	5000.0
22,14	6554.0
22,15	6058.33333333
22,18	6170.5
22,6	7515.0
22,7	7671.16666667
22,8	8269.55555556
23,10	6651.5
23,11	5768.5
23,12	4127.0
23,13	4807.57142857
23,14	5029.72413793
23,15	5833.0
23,16	5896.16666667
23,17	6520.33333333
23,18	7180.0
23,7	7633.0
23,8	10567.0
24,10	4960.21153846
24,12	5229.52380952
24,13	5686.66666667
24,14	6068.41666667
24,15	8908.0
24,5	7034.0
24,7	5620.0
24,8	6092.2
24,9	6396.4
25,13	4884.25
25,14	4931.0
25,17	6013.0
25,6	4225.0
25,8	8869.0
26,1	5092.0
26,14	5574.85714286
27,12	4159.0
28,12	8453.0
3,11	5394.66666667
3,12	6988.5
3,13	8324.93333333
3,14	10866.3333333
3,15	5134.0
3,16	6383.0
3,22	15317.0
3,24	5260.0
4,11	6237.0
4,12	8009.0
4,13	6408.0
4,14	6630.0
4,15	6919.0
4,16	6177.33333333
4,21	7947.0
4,23	6074.0
4,24	10395.0
4,4	6683.0
5,12	6625.28571429
5,13	6539.33333333
5,14	7963.17241379
5,15	6738.125
5,16	6234.0
5,18	8904.0
5,21	6755.0
5,4	4081.8
5,5	3228.0
6,11	6003.6
6,12	5259.75
6,13	5782.3
6,14	5703.17647059
6,15	5494.75
6,16	5751.66666667
6,18	7161.0
6,19	6911.66666667
6,20	9468.0
6,21	5603.66666667
6,22	5416.71428571
6,23	6000.0
7,11	5248.0
7,12	5864.0
7,13	6565.75
7,14	5855.76190476
7,15	6661.4
7,16	8298.77777778
7,17	6692.6
7,18	6572.6
7,19	4819.0
7,20	5148.5
7,21	9720.0
7,22	6391.83333333
7,26	13219.0
8,0	4889.66666667
8,1	6644.0
8,11	6604.0
8,12	5303.81818182
8,13	5566.88888889
8,14	5712.86363636
8,15	3400.0
8,16	6182.0
8,17	5020.0
8,18	5966.1
8,19	5986.0
8,2	3372.5
8,20	5219.83333333
8,21	4192.5
8,22	8584.0
8,26	5303.0
8,3	3216.0
8,4	3394.75
8,5	3760.0
9,1	3508.0
9,10	5813.66666667
9,11	5330.25
9,12	4783.71428571
9,13	5335.33333333
9,14	6123.0
9,16	4740.0
9,17	5147.1
9,18	4827.25
9,2	3499.0
9,20	3454.5
9,23	3581.0
9,24	10270.0
9,25	5951.0
9,26	15961.0
9,3	8442.5
9,4	3326.6
9,5	5494.0
9,9	7490.33333333
